step,modality,source,obs_norm,confidence,free_energy,prediction_error,cycle_count
713,audio,/tmp/omni_aud_9vbpth3p/click_01_440hz.wav,0.169014,0.918100,0.003437,0.557192,784
714,physics,physics:step_151,0.060809,0.918222,0.002113,0.448992,785
715,text,wiki:Biology_3,0.267918,0.918134,0.002416,0.532354,786
716,text,wiki:Mathematics_3,0.244391,0.917927,0.002006,0.488776,787
717,text,wiki:Mathematics_3,0.266256,0.918471,0.001544,0.490992,788
718,physics,physics:step_152,0.052279,0.918410,0.000815,0.358329,789
719,code,/tmp/omni_code_5rm7dhr_/class_stack_01.py,7.815455,0.851213,0.794801,7.700116,790
720,text,wiki:Mathematics_3,0.244391,0.903659,0.009765,0.866480,791
721,text,wiki:Mathematics_3,0.266256,0.918080,0.007282,0.804291,792
722,text,wiki:Mathematics_3,0.244391,0.917938,0.005862,0.738259,793
723,code,/tmp/omni_code_5rm7dhr_/fib_00.py,4.320841,0.878401,0.222426,4.179100,794
724,text,wiki:Mathematics_3,0.266256,0.918154,0.008556,0.858632,795
725,text,wiki:Geography_1,0.236690,0.918005,0.006484,0.785720,796
726,text,wiki:Geography_1,0.273008,0.917889,0.005333,0.751606,797
727,text,wiki:Geography_1,0.254855,0.918167,0.004194,0.706049,798
728,text,wiki:Physics_1,0.236917,0.916008,0.003340,0.649998,799
729,text,wiki:Physics_1,0.275010,0.918064,0.002882,0.641728,800
730,text,wiki:Physics_1,0.260393,0.918119,0.002559,0.630136,801
731,text,wiki:History_3,0.237630,0.918087,0.001993,0.564981,802
732,text,wiki:History_3,0.266213,0.918125,0.001748,0.572186,803
733,text,wiki:Physics_1,0.236917,0.918177,0.001433,0.526440,804
734,text,wiki:Physics_1,0.275010,0.917907,0.001342,0.542959,805
735,physics,physics:step_153,0.051537,0.918386,0.001075,0.429226,806
736,text,wiki:Physics_1,0.260393,0.918298,0.001241,0.520748,807
737,text,wiki:Physics_0,0.238298,0.918036,0.000947,0.470897,808
738,text,wiki:Physics_0,0.271342,0.917960,0.000891,0.493971,809
739,text,wiki:Physics_0,0.266223,0.918080,0.000842,0.488250,810
740,text,wiki:Mathematics_2,0.248881,0.918037,0.000752,0.450628,811
741,text,wiki:Mathematics_2,0.266364,0.918093,0.000651,0.469437,812
742,image,/tmp/omni_img_ahr7_nej/triangle_01.png,0.056326,0.918441,0.000605,0.358764,813
743,text,wiki:Biology_1,0.237129,0.918008,0.000562,0.416170,814
744,text,wiki:Biology_1,0.272184,0.917953,0.000581,0.452255,815
745,text,wiki:Biology_1,0.257909,0.918170,0.000517,0.439589,816
746,text,wiki:History_0,0.242720,0.918054,0.000480,0.406173,817
747,text,wiki:History_0,0.271342,0.918109,0.000470,0.440873,818
748,physics,physics:step_154,0.054736,0.918555,0.000484,0.327375,819
749,image,/tmp/omni_img_ahr7_nej/triangle_02.png,0.056581,0.918462,0.000405,0.309944,820
750,text,wiki:History_0,0.266223,0.918152,0.000496,0.416972,821
751,text,wiki:Mathematics_4,0.251755,0.917944,0.000489,0.386014,822
752,text,wiki:Mathematics_4,0.266707,0.918037,0.000399,0.413780,823
753,text,wiki:Biology_3,0.235779,0.917918,0.000306,0.376674,824
754,physics,physics:step_155,0.066681,0.918377,0.000483,0.282928,825
755,text,wiki:Biology_3,0.267918,0.918302,0.000394,0.404721,826
756,text,wiki:History_4,0.245905,0.917892,0.000352,0.370742,827
757,audio,/tmp/omni_aud_9vbpth3p/noise_00_220hz.wav,0.164001,0.918180,0.000749,0.309399,828
758,text,wiki:History_4,0.271342,0.917967,0.000400,0.398185,829
759,text,wiki:History_4,0.266223,0.918151,0.000375,0.392614,830
760,physics,physics:step_156,0.049264,0.918339,0.000344,0.255786,831
761,text,wiki:Mathematics_4,0.251755,0.917963,0.000404,0.357762,832
762,text,wiki:Mathematics_4,0.266707,0.918031,0.000342,0.387651,833
763,text,wiki:History_3,0.237630,0.918066,0.000289,0.349382,834
764,audio,/tmp/omni_aud_9vbpth3p/noise_01_440hz.wav,0.172719,0.918329,0.000697,0.306452,835
765,text,wiki:History_3,0.266213,0.918027,0.000347,0.381092,836
766,text,wiki:Physics_3,0.245737,0.917873,0.000297,0.357118,837
767,text,wiki:Physics_3,0.267137,0.918025,0.000314,0.382898,838
768,text,wiki:Geography_0,0.234919,0.918081,0.000265,0.340585,839
769,physics,physics:step_157,0.057152,0.918381,0.000351,0.243961,840
770,text,wiki:Geography_0,0.265763,0.917991,0.000318,0.375617,841
771,text,wiki:Geography_0,0.443470,0.917874,0.002069,0.533818,842
772,text,wiki:Physics_3,0.245737,0.917825,0.000281,0.358139,843
773,image,/tmp/omni_img_ahr7_nej/circle_00.png,0.061756,0.918357,0.000334,0.251479,844
774,text,wiki:Physics_3,0.267137,0.918109,0.000313,0.376839,845
775,image,/tmp/omni_img_ahr7_nej/circle_01.png,0.062542,0.918462,0.000298,0.245176,846
776,physics,physics:step_158,0.063088,0.918295,0.000202,0.228509,847
777,text,wiki:History_3,0.237630,0.918065,0.000305,0.329370,848
778,physics,physics:step_159,0.064621,0.918565,0.000245,0.214362,849
779,image,/tmp/omni_img_ahr7_nej/circle_02.png,0.061960,0.918382,0.000195,0.222909,850
780,text,wiki:History_3,0.266213,0.918067,0.000408,0.356966,851
781,audio,/tmp/omni_aud_9vbpth3p/sine_00_220hz.wav,0.171834,0.918300,0.000650,0.269893,852
782,text,wiki:History_4,0.245905,0.917968,0.000345,0.325418,853
783,physics,physics:step_160,0.061241,0.918408,0.000195,0.192571,854
784,code,/tmp/omni_code_5rm7dhr_/fib_01.py,4.322077,0.892290,0.255775,4.293645,855
785,text,wiki:History_4,0.271342,0.918151,0.002532,0.462137,856
786,image,/tmp/omni_img_ahr7_nej/cross_00.png,0.069560,0.918345,0.001271,0.327487,857
787,text,wiki:History_4,0.266223,0.918072,0.001677,0.414961,858
788,physics,physics:step_161,0.053078,0.918269,0.000710,0.283804,859
789,physics,physics:step_162,0.070657,0.918381,0.000610,0.281455,860
790,text,wiki:Biology_3,0.235779,0.917862,0.000891,0.354460,861
791,text,wiki:Biology_3,0.267918,0.918136,0.000888,0.379642,862
792,text,wiki:History_4,0.245905,0.918212,0.000685,0.350684,863
793,text,wiki:History_4,0.271342,0.918045,0.000680,0.376448,864
794,text,wiki:History_4,0.266223,0.914416,0.000614,0.369422,865
795,text,wiki:Mathematics_3,0.244391,0.918039,0.000512,0.341470,866
796,text,wiki:Mathematics_3,0.266256,0.918028,0.000471,0.369843,867
797,text,wiki:History_3,0.237630,0.918020,0.000348,0.332406,868
798,physics,physics:step_163,0.069373,0.916834,0.000322,0.225695,869
799,physics,physics:step_164,0.068644,0.918275,0.000265,0.233208,870
800,physics,physics:step_165,0.063732,0.918427,0.000432,0.267445,884
801,text,wiki:Biology_2,0.225765,0.918199,0.000193,0.325715,885
802,image,/tmp/omni_img_ahr7_nej/cross_01.png,0.068981,0.918613,0.000380,0.241104,886
803,text,wiki:Biology_2,0.265468,0.918316,0.000292,0.371438,887
804,text,wiki:Geography_4,0.222755,0.917769,0.000203,0.319342,888
805,text,wiki:Geography_4,0.271357,0.918040,0.000294,0.378585,889
806,physics,physics:step_166,0.064443,0.917937,0.000359,0.245416,890
807,text,wiki:Geography_4,0.343732,0.918089,0.001047,0.428854,891
808,text,wiki:Physics_1,0.236917,0.918146,0.000212,0.337126,892
809,code,/tmp/omni_code_5rm7dhr_/import_heavy_00.py,10.462508,0.744521,1.498798,10.435200,893
810,text,wiki:Physics_1,0.275010,0.917982,0.010459,0.814609,894
811,text,wiki:Physics_1,0.260393,0.918116,0.007403,0.716002,895
812,code,/tmp/omni_code_5rm7dhr_/import_heavy_01.py,10.462790,0.766505,1.373206,10.459046,896
813,text,wiki:Biology_3,0.235779,0.918019,0.026117,1.263865,897
814,text,wiki:Biology_3,0.267918,0.918128,0.018981,1.127732,898
815,image,/tmp/omni_img_ahr7_nej/cross_02.png,0.070345,0.918249,0.014304,0.983356,899
816,image,/tmp/omni_img_ahr7_nej/noise_00.png,0.051378,0.918311,0.010293,0.892906,900
817,text,wiki:Physics_2,0.242079,0.917873,0.008080,0.835648,901
818,physics,physics:step_167,0.058636,0.918154,0.006312,0.750435,902
819,text,wiki:Physics_2,0.272555,0.910583,0.005194,0.725875,903
820,text,wiki:Physics_2,0.256701,0.918236,0.004008,0.675602,904
821,text,wiki:Physics_2,0.242079,0.917854,0.003286,0.628930,905
822,text,wiki:Physics_2,0.272555,0.903527,0.002848,0.613562,906
823,physics,physics:step_168,0.057027,0.918567,0.002266,0.529127,907
824,image,/tmp/omni_img_ahr7_nej/noise_01.png,0.058727,0.918152,0.001626,0.479207,908
825,text,wiki:Physics_2,0.256701,0.918027,0.001713,0.529068,909
826,text,wiki:Biology_2,0.225765,0.918243,0.001490,0.480645,910
827,text,wiki:Biology_2,0.265468,0.918077,0.001332,0.500947,911
828,image,/tmp/omni_img_ahr7_nej/noise_02.png,0.057033,0.918408,0.000978,0.420049,912
829,text,wiki:Biology_4,0.230980,0.918114,0.000988,0.438012,913
830,physics,physics:step_169,0.056451,0.918190,0.000851,0.379420,914
831,text,wiki:Biology_4,0.271342,0.918156,0.000961,0.455100,915
832,text,wiki:Biology_4,0.266223,0.918031,0.000782,0.445558,916
833,physics,physics:step_170,0.068554,0.918122,0.000591,0.347801,917
834,physics,physics:step_171,0.066429,0.918206,0.000598,0.333575,918
835,text,wiki:Biology_1,0.237129,0.918096,0.000643,0.384967,919
836,physics,physics:step_172,0.064444,0.918158,0.000508,0.317003,920
837,code,/tmp/omni_code_5rm7dhr_/loop_algo_00.py,2.772118,0.905848,0.106747,2.865092,921
838,text,wiki:Biology_1,0.272184,0.918037,0.001762,0.429992,922
839,text,wiki:Biology_1,0.257909,0.918079,0.001313,0.404156,923
840,text,wiki:Physics_1,0.236917,0.918029,0.000960,0.380841,924
841,physics,physics:step_173,0.055751,0.917703,0.000461,0.306869,925
842,text,wiki:Physics_1,0.275010,0.918463,0.000896,0.402286,926
843,text,wiki:Physics_1,0.260393,0.918313,0.000779,0.380795,927
844,text,wiki:Mathematics_2,0.248881,0.916623,0.000595,0.365836,928
845,image,/tmp/omni_img_ahr7_nej/square_00.png,0.056485,0.918525,0.000319,0.288923,929
846,text,wiki:Mathematics_2,0.266364,0.918100,0.000563,0.384553,930
847,physics,physics:step_174,0.058282,0.917447,0.000296,0.263952,931
848,text,wiki:Physics_1,0.236917,0.918008,0.000438,0.348738,932
849,code,/tmp/omni_code_5rm7dhr_/loop_algo_01.py,2.772597,0.905897,0.104072,2.865309,933
850,text,wiki:Physics_1,0.275010,0.918021,0.001776,0.425123,934
851,text,wiki:Physics_1,0.260393,0.916045,0.001451,0.392548,935
852,image,/tmp/omni_img_ahr7_nej/square_01.png,0.055965,0.918511,0.000551,0.308437,936
853,audio,/tmp/omni_aud_9vbpth3p/sine_01_440hz.wav,0.153902,0.918256,0.000767,0.326081,937
854,text,wiki:Biology_4,0.230980,0.915167,0.000741,0.347078,938
855,text,wiki:Biology_4,0.271342,0.918130,0.000783,0.384202,939
856,physics,physics:step_175,0.069165,0.918073,0.000392,0.264188,940
857,image,/tmp/omni_img_ahr7_nej/square_02.png,0.056660,0.918244,0.000254,0.266115,941
858,text,wiki:Biology_4,0.266223,0.918144,0.000662,0.365334,942
859,text,wiki:Biology_2,0.225765,0.918487,0.000438,0.325332,943
860,physics,physics:step_176,0.061241,0.917637,0.000255,0.248071,944
861,physics,physics:step_177,0.054097,0.918314,0.000218,0.229277,945
862,physics,physics:step_178,0.051848,0.918171,0.000207,0.233514,946
863,text,wiki:Biology_2,0.265468,0.918063,0.000576,0.355027,947
864,text,wiki:Physics_3,0.245737,0.917974,0.000458,0.333930,948
865,audio,/tmp/omni_aud_9vbpth3p/chirp_00_220hz.wav,0.157298,0.918261,0.000539,0.277768,949
866,image,/tmp/omni_img_ahr7_nej/triangle_00.png,0.056779,0.918277,0.000182,0.232309,950
867,physics,physics:step_179,0.061436,0.918271,0.000221,0.222603,951
868,text,wiki:Physics_3,0.267137,0.918132,0.000554,0.347504,952
869,text,wiki:History_4,0.245905,0.918138,0.000419,0.320638,953
870,physics,physics:step_180,0.062683,0.918182,0.000261,0.216634,954
871,text,wiki:History_4,0.271342,0.918087,0.000515,0.353128,955
872,code,/tmp/omni_code_5rm7dhr_/class_stack_00.py,7.815459,0.851389,0.833344,7.725180,956
873,text,wiki:History_4,0.266223,0.918025,0.006208,0.677510,957
874,physics,physics:step_181,0.064529,0.918082,0.003571,0.545851,958
875,image,/tmp/omni_img_ahr7_nej/triangle_01.png,0.056326,0.918203,0.002776,0.504713,959
876,text,wiki:Biology_3,0.235779,0.917986,0.002888,0.534991,960
877,text,wiki:Biology_3,0.267918,0.911313,0.002422,0.523621,961
878,physics,physics:step_182,0.052437,0.918439,0.001279,0.403088,962
879,text,wiki:History_4,0.245905,0.918008,0.001732,0.461822,963
880,text,wiki:History_4,0.271342,0.918129,0.001445,0.467283,964
881,physics,physics:step_183,0.068890,0.918093,0.000792,0.363279,965
882,audio,/tmp/omni_aud_9vbpth3p/chirp_01_440hz.wav,0.170713,0.918334,0.001078,0.354652,966
883,text,wiki:History_4,0.266223,0.918115,0.001054,0.430567,967
884,text,wiki:Computer Science_0,0.254955,0.917977,0.000883,0.406693,968
885,text,wiki:Computer Science_0,0.259894,0.917948,0.000782,0.407127,969
886,text,wiki:History_0,0.242720,0.917949,0.000657,0.378420,970
887,text,wiki:History_0,0.271342,0.918028,0.000652,0.409152,971
888,text,wiki:History_0,0.266223,0.918082,0.000588,0.404461,972
889,physics,physics:step_184,0.066975,0.918183,0.000431,0.285389,973
890,text,wiki:Biology_4,0.230980,0.918060,0.000441,0.349838,974
891,code,/tmp/omni_code_5rm7dhr_/class_stack_01.py,7.815455,0.851404,0.817759,7.716750,975
892,text,wiki:Biology_4,0.271342,0.917946,0.007096,0.756077,976
893,text,wiki:Biology_4,0.266223,0.917956,0.005407,0.706835,977
894,physics,physics:step_185,0.056709,0.918207,0.003456,0.582273,978
895,image,/tmp/omni_img_ahr7_nej/triangle_02.png,0.056581,0.913711,0.002679,0.540000,979
896,text,wiki:Computer Science_0,0.254955,0.917917,0.002853,0.585434,980
897,text,wiki:Computer Science_0,0.259894,0.918204,0.002366,0.554951,981
898,text,wiki:History_0,0.242720,0.918040,0.001941,0.517203,982
899,text,wiki:History_0,0.271342,0.918260,0.001646,0.521608,983
900,text,wiki:Computer Science_0,0.254955,0.917886,0.000476,0.424299,996
901,text,wiki:Computer Science_0,0.259894,0.917900,0.000427,0.432161,997
902,text,wiki:Mathematics_4,0.251755,0.917970,0.000466,0.407084,998
903,text,wiki:Mathematics_4,0.266707,0.917988,0.000380,0.433167,999
904,code,/tmp/omni_code_5rm7dhr_/fib_00.py,4.320841,0.892079,0.252271,4.279297,1000
905,physics,physics:step_186,0.061720,0.918181,0.002135,0.451211,1001
906,text,wiki:History_0,0.242720,0.918078,0.002031,0.489327,1002
907,text,wiki:History_0,0.271342,0.918024,0.001643,0.494081,1003
908,text,wiki:History_0,0.266223,0.918149,0.001405,0.477041,1004
909,text,wiki:Mathematics_3,0.244391,0.917858,0.001120,0.442102,1005
910,physics,physics:step_187,0.060643,0.918010,0.000890,0.342130,1006
911,image,/tmp/omni_img_ahr7_nej/circle_00.png,0.061756,0.918333,0.000596,0.336164,1007
912,audio,/tmp/omni_aud_9vbpth3p/chord_00_220hz.wav,0.156743,0.918135,0.000848,0.350595,1008
913,code,/tmp/omni_code_5rm7dhr_/fib_01.py,4.322077,0.892131,0.241673,4.265916,1009
914,code,/tmp/omni_code_5rm7dhr_/import_heavy_00.py,10.462508,0.763950,1.471526,10.376980,1010
915,code,/tmp/omni_code_5rm7dhr_/import_heavy_01.py,10.462790,0.762844,1.312394,10.418365,1011
916,text,wiki:Mathematics_3,0.266256,0.914723,0.041026,1.545442,1012
917,text,wiki:Mathematics_4,0.251755,0.918034,0.029912,1.374242,1013
918,text,wiki:Mathematics_4,0.266707,0.918249,0.021666,1.227145,1014
919,text,wiki:Computer Science_0,0.254955,0.917830,0.016213,1.106519,1015
920,text,wiki:Computer Science_0,0.259894,0.917974,0.012418,1.013353,1016
921,image,/tmp/omni_img_ahr7_nej/circle_01.png,0.062542,0.915009,0.009252,0.904329,1017
922,physics,physics:step_188,0.061836,0.917169,0.007192,0.834707,1018
923,text,wiki:Biology_1,0.237129,0.917917,0.006207,0.786055,1019
924,text,wiki:Biology_1,0.272184,0.894687,0.005091,0.757945,1020
925,text,wiki:Biology_1,0.257909,0.911664,0.004125,0.717351,1021
926,text,wiki:Biology_1,0.237129,0.918094,0.003420,0.654542,1022
927,image,/tmp/omni_img_ahr7_nej/circle_02.png,0.061960,0.915252,0.002663,0.602456,1023
928,text,wiki:Biology_1,0.272184,0.918116,0.002545,0.621526,1024
929,physics,physics:step_189,0.061119,0.918254,0.001899,0.540382,1025
930,text,wiki:Biology_1,0.257909,0.918310,0.001883,0.573658,1026
931,text,wiki:Mathematics_3,0.244391,0.918020,0.001716,0.529959,1027
932,text,wiki:Mathematics_3,0.266256,0.918042,0.001435,0.540232,1028
933,physics,physics:step_190,0.065768,0.918327,0.001339,0.463104,1029
934,physics,physics:step_191,0.048365,0.918237,0.001039,0.432953,1030
935,text,wiki:Physics_3,0.245737,0.917914,0.001074,0.473914,1031
936,audio,/tmp/omni_aud_9vbpth3p/chord_01_440hz.wav,0.157181,0.918209,0.001032,0.446399,1032
937,text,wiki:Physics_3,0.267137,0.918085,0.000972,0.473496,1033
938,image,/tmp/omni_img_ahr7_nej/cross_00.png,0.069560,0.918294,0.000696,0.383112,1034
939,text,wiki:Mathematics_2,0.248881,0.917934,0.000844,0.430931,1035
940,text,wiki:Mathematics_2,0.266364,0.918045,0.000763,0.450282,1036
941,image,/tmp/omni_img_ahr7_nej/cross_01.png,0.068981,0.918297,0.000568,0.354861,1037
942,text,wiki:History_4,0.245905,0.917979,0.000642,0.407638,1038
943,text,wiki:History_4,0.271342,0.918045,0.000667,0.437245,1039
944,text,wiki:History_4,0.266223,0.918015,0.000583,0.432106,1040
945,text,wiki:Mathematics_4,0.251755,0.917991,0.000583,0.400286,1041
946,physics,physics:step_192,0.053173,0.918097,0.000455,0.323863,1042
947,image,/tmp/omni_img_ahr7_nej/cross_02.png,0.070345,0.918293,0.000423,0.315149,1043
948,image,/tmp/omni_img_ahr7_nej/noise_00.png,0.051378,0.918495,0.000324,0.301831,1044
949,text,wiki:Mathematics_4,0.266707,0.918012,0.000564,0.405763,1045
950,text,wiki:Geography_4,0.222755,0.918027,0.000417,0.351954,1046
951,text,wiki:Geography_4,0.271357,0.917996,0.000498,0.406178,1047
952,text,wiki:Geography_4,0.343732,0.918061,0.001256,0.479552,1048
953,text,wiki:Mathematics_4,0.251755,0.918024,0.000457,0.374555,1049
954,audio,/tmp/omni_aud_9vbpth3p/click_00_220hz.wav,0.169014,0.918395,0.000852,0.327376,1050
955,image,/tmp/omni_img_ahr7_nej/noise_01.png,0.058727,0.918114,0.000293,0.247422,1051
956,physics,physics:step_193,0.053121,0.918298,0.000264,0.254811,1052
957,text,wiki:Mathematics_4,0.266707,0.918107,0.000491,0.386418,1053
958,text,wiki:Physics_1,0.236917,0.918040,0.000356,0.354002,1054
959,text,wiki:Physics_1,0.275010,0.918068,0.000459,0.395924,1055
960,text,wiki:Physics_1,0.260393,0.918325,0.000421,0.373842,1056
961,text,wiki:Geography_1,0.236690,0.918027,0.000316,0.347649,1057
962,text,wiki:Geography_1,0.273008,0.917921,0.000382,0.396897,1058
963,text,wiki:Geography_1,0.254855,0.917973,0.000271,0.377194,1059
964,code,/tmp/omni_code_5rm7dhr_/loop_algo_00.py,2.772118,0.905871,0.107234,2.853216,1060
965,text,wiki:Computer Science_1,0.246705,0.917796,0.001176,0.387732,1061
966,code,/tmp/omni_code_5rm7dhr_/loop_algo_01.py,2.772597,0.905896,0.096869,2.880819,1062
967,text,wiki:Computer Science_1,0.267755,0.918160,0.002936,0.474899,1063
968,text,wiki:Computer Science_1,0.717103,0.917460,0.009067,0.831077,1064
969,text,wiki:Geography_0,0.234919,0.916633,0.001544,0.413307,1065
970,text,wiki:Geography_0,0.265763,0.918006,0.001331,0.421945,1066
971,text,wiki:Geography_0,0.443470,0.916719,0.002877,0.578740,1067
972,text,wiki:History_3,0.237630,0.918184,0.000771,0.382772,1068
973,audio,/tmp/omni_aud_9vbpth3p/click_01_440hz.wav,0.169014,0.918041,0.000884,0.341891,1069
974,text,wiki:History_3,0.266213,0.918097,0.000710,0.400294,1070
975,physics,physics:step_194,0.065096,0.915621,0.000474,0.287645,1071
976,text,wiki:History_4,0.245905,0.916815,0.000549,0.364768,1072
977,text,wiki:History_4,0.271342,0.918299,0.000556,0.395349,1073
978,text,wiki:History_4,0.266223,0.918145,0.000485,0.387047,1074
979,text,wiki:Computer Science_2,0.238689,0.917988,0.000380,0.354487,1075
980,code,/tmp/omni_code_5rm7dhr_/class_stack_00.py,7.815459,0.851274,0.829023,7.731713,1076
981,image,/tmp/omni_img_ahr7_nej/noise_02.png,0.057033,0.904252,0.005308,0.653217,1077
982,physics,physics:step_195,0.064280,0.918261,0.004390,0.592332,1078
983,text,wiki:Computer Science_2,0.273169,0.918094,0.003951,0.613395,1079
984,text,wiki:Computer Science_2,0.260393,0.918115,0.003056,0.592481,1080
985,audio,/tmp/omni_aud_9vbpth3p/noise_00_220hz.wav,0.164001,0.918209,0.002063,0.487902,1081
986,text,wiki:Physics_0,0.238298,0.918097,0.002047,0.508744,1082
987,text,wiki:Physics_0,0.271342,0.918050,0.001726,0.512646,1083
988,text,wiki:Physics_0,0.266223,0.918091,0.001429,0.500009,1084
989,physics,physics:step_196,0.055633,0.918334,0.001002,0.368974,1085
990,physics,physics:step_197,0.056919,0.918141,0.000871,0.352065,1086
991,physics,physics:step_198,0.067930,0.918598,0.000810,0.322230,1087
992,physics,physics:step_199,0.060170,0.918241,0.000567,0.309822,1088
993,text,wiki:History_0,0.242720,0.918181,0.000894,0.401432,1089
994,audio,/tmp/omni_aud_9vbpth3p/noise_01_440hz.wav,0.172719,0.918328,0.000797,0.330896,1090
995,text,wiki:History_0,0.271342,0.918094,0.000806,0.419549,1091
996,physics,physics:step_200,0.074343,0.918423,0.000389,0.272208,1092
997,text,wiki:History_0,0.266223,0.918105,0.000724,0.406984,1093
998,code,/tmp/omni_code_5rm7dhr_/class_stack_01.py,7.815455,0.851439,0.812752,7.718079,1094
999,text,wiki:History_4,0.245905,0.918126,0.007621,0.770869,1095
